datetime,daily_active_addresses,network_growth,age_destroyed,average_token_age_consumed_in_days,transaction_volume,velocity,circulation_1d,daily_active_deposits,github_activity,exchange_funds_flow,priceBtc,priceUsd
2019-02-19,700.0,219.0,212429919.35088295,40.40237555821585,5257857.153592175,1.3013636745459685,4040267.3414305826,80.0,38.0,79331.03928995202,0.00032798524431700005,1.29603655682
2019-02-20,681.0,168.0,116475803.2019975,42.17751982902723,2761561.2220478877,1.6290565896511136,1695190.4799325052,149.0,68.0,1337393.7763136749,0.000332846319733,1.33276497273
2019-02-21,794.0,362.0,32090598.344048105,10.890064314118861,2946777.669847457,1.7816056726734908,1654001.059294733,75.0,92.0,-938160.3930245696,0.000333780145446,1.31957581828
2019-02-22,997.0,397.0,334977087.05759174,75.31675683102142,4447577.154830723,2.0020259020530244,2221538.267946412,76.0,66.0,385210.6104665416,0.00032561372672900004,1.30520173997
2019-02-23,695.0,232.0,7481017.069920461,5.234881894109318,1429070.8408032397,2.4206464625620105,590367.434032772,48.0,2.0,-237470.10655753955,0.000323429782773,1.3389557004900001
2019-02-24,956.0,266.0,35476312.15565303,5.186178202424886,6840550.164486341,2.185358668972103,3130172.7545272205,88.0,3.0,870521.241702675,0.000351038915735,1.33409072485
2019-02-25,614.0,158.0,24981911.088561825,7.114361968549843,3511475.9691731026,1.7728226163623761,1980726.0674382856,69.0,47.0,-4165.196730605924,0.00034283062416500004,1.3289143597
2019-02-26,689.0,198.0,13846137.534527062,4.386478509646835,3156549.725269679,2.273368338053376,1388490.2294243025,77.0,53.0,245995.39679671815,0.0003498297188289373,1.34840340974
2019-02-27,588.0,154.0,8135971.922085242,6.162938671324751,1320144.8782771004,2.365283533972514,558133.8809135945,89.0,90.0,48677.754851721096,0.0003447813185695793,1.32716415907
2019-02-28,508.0,140.0,41228253.12393662,26.403089796442632,1561493.5010178788,2.3494297961372226,664626.584537738,46.0,116.0,285242.7918875858,0.000340528551811,1.311348685
2019-03-01,506.0,131.0,28723789.08101999,15.34496234157036,1871870.939898343,1.6009488430315038,1169225.954999182,57.0,71.0,-395517.0234769463,0.00034581915552099997,1.3322460863
2019-03-02,485.0,137.0,90538791.5528779,52.074704215970876,1738632.8528604566,2.3638408385822114,735511.8096289672,55.0,28.0,308105.775180029,0.00033268147667600003,1.2838687496
2019-03-03,532.0,157.0,5612243.736606464,4.678030649603103,1199702.2159490602,2.1517578567727553,557545.1773873835,61.0,4.0,-109998.36956413987,0.00032363851158536056,1.24536251106
2019-03-04,550.0,147.0,9158492.837118253,5.944897453917139,1540563.6359772116,2.5520999795947343,603645.4873612947,62.0,125.0,-192131.74883530888,0.00030778573746429903,1.15630689133
2019-03-05,660.0,161.0,29143379.831661813,18.98328992009259,1535212.2816612222,1.8841932629521225,814784.9330784036,83.0,155.0,28712.693200519196,0.0003174483535333741,1.23763215829
2019-03-06,1073.0,162.0,36565411.69087014,37.1538940809526,984160.949891275,2.0300614363519767,484793.67780110845,65.0,84.0,-7813.624372085214,0.0003206260399,1.25041836973
2019-03-07,582.0,180.0,11636852.51288549,8.562925064811445,1358981.005299939,2.1699160492803737,626282.7567686911,56.0,113.0,23177.819825062397,0.000318981779903,1.2461256712
2019-03-08,589.0,162.0,7944630.654544685,5.996169516750944,1324950.9761774584,2.6455589588215145,500820.80830573064,70.0,119.0,-153642.5114124916,0.000322657545138,1.2582976632
2019-03-09,700.0,204.0,53380828.89167993,16.692738414550533,3197847.3253465425,2.4656420721496657,1296963.3189940292,86.0,5.0,166267.83844297283,0.000344121554528,1.3634915968399999
2019-03-10,759.0,225.0,15093175.448123563,8.822104651011676,1710836.1377681857,1.9720557586330378,867539.4345614649,91.0,12.0,-146912.98481947475,0.000352011228965,1.38938810265
2019-03-11,758.0,168.0,10902629.971510911,5.711048179546873,1909041.84814213,1.7426082392969409,1095508.3334808175,63.0,135.0,-474661.60973340325,0.00034467225955855414,1.34643154572
2019-03-12,862.0,193.0,36193987.08475726,13.557829458869927,2669600.410195311,1.8707166132077118,1427046.935568586,100.0,147.0,-449414.27121977106,0.000371488677956,1.45016490378
2019-03-13,747.0,184.0,371132922.22020066,48.3028738982999,7683454.259918548,2.874987071333768,2672517.8476555813,92.0,163.0,-113160.21957386343,0.000366210627815,1.42865978175
2019-03-14,955.0,277.0,35862955.115327954,7.711738382372852,4650437.208464164,2.481578790441127,1873983.299010021,137.0,111.0,191289.12314264366,0.000386085957209,1.51457826005
2019-03-15,729.0,204.0,30126556.13675359,10.014050856270034,3008428.5140104536,2.305773978512639,1304736.952557284,107.0,148.0,-355844.9296624279,0.000384414413114,1.52259964425
