datetime,daily_active_addresses,network_growth,age_destroyed,average_token_age_consumed_in_days,transaction_volume,velocity,circulation_1d,daily_active_deposits,github_activity,exchange_funds_flow,priceBtc,priceUsd
2019-04-26,592.0,142.0,145345705.7782516,7.225176661081349,20116560.825586624,1.9699009972694421,10211965.400023157,32.0,3.0,-2473970.308034138,2.95013223646e-05,0.155150816178
2019-04-27,477.0,111.0,11688350.830567436,3.8502380430138463,3035747.5823541963,2.0761450193488775,1462204.0146821123,20.0,3.0,-711395.4491933086,2.9773830362020677e-05,0.15696008284
2019-04-28,488.0,132.0,251761191.56888625,27.105065952036007,9288344.548373075,1.662751546620046,5586128.948280901,18.0,3.0,-1034832.7763605011,2.9423139582921433e-05,0.155505382754
2019-04-29,508.0,116.0,130227736.06461222,15.489770810444444,8407337.826896843,2.736746701918378,3072018.9855361986,17.0,7.0,-1091150.8493000446,2.82318914674e-05,0.147941964769
2019-04-30,474.0,121.0,29198987.379296575,4.387780338249688,6654614.663537186,2.3758298955215027,2800964.276138329,36.0,3.0,605113.3175231118,2.8459552870399997e-05,0.152246642158
2019-05-01,820.0,150.0,24523769.982747506,2.6641010416075606,9205270.220512902,2.0093837083645596,4581141.064393866,42.0,9.0,606948.0243679956,2.76294996151e-05,0.149166425457
2019-05-02,635.0,141.0,278301620.3321499,33.32156156099784,8351998.144585636,2.436351574384216,3428075.9117027675,70.0,5.0,1110724.1885625347,2.74176138844e-05,0.15087809696
2019-05-03,714.0,186.0,418886231.5865559,18.39842744173115,22767501.89184331,1.8181968579423093,12522022.459993575,51.0,5.0,-2383699.464428009,2.58480285918e-05,0.149262280564
2019-05-04,485.0,112.0,30676400.930853903,2.3248502864306073,13195000.602792375,3.764320395316089,3505280.958339997,37.0,6.0,-613098.2482002695,2.44823000981e-05,0.142822562648
2019-05-05,476.0,102.0,39875520.094888374,7.563316759536618,5272226.638479626,2.3800547241177896,2215170.3425364997,45.0,3.0,788214.7250782122,2.51538019441e-05,0.145589380699
2019-05-06,474.0,90.0,125807741.87231684,12.229266577306463,10287431.472446185,1.936947107050366,5311157.664037692,31.0,3.0,-309985.18050229765,2.502052369397121e-05,0.143788120794
2019-05-07,487.0,111.0,80313797.73255417,12.996326364069468,6179730.75488434,2.3067607525824614,2678964.755216172,27.0,3.0,-1368503.984101602,2.3419930315099998e-05,0.136665801722
2019-05-08,403.0,77.0,52816834.64883852,14.054747755500753,3757935.437024618,3.193122416049178,1176884.2366132275,12.0,3.0,-255087.113300433,2.2359451353900002e-05,0.133738748028
2019-05-09,510.0,123.0,58709614.33067653,7.993932402717802,7344272.051977352,3.8915494060841027,1887235.9786811983,29.0,4.0,575273.1603602826,1.93832924744e-05,0.119600326283
2019-05-10,501.0,98.0,26239866.89139258,4.473270628490802,5865924.302515411,2.966808523091936,1977183.3122557197,20.0,3.0,727400.2153411491,2.16547193223e-05,0.137907314968
2019-05-11,601.0,132.0,48567136.50836093,5.918095743218691,8206547.953201344,2.3677981234074776,3465898.495346122,26.0,6.0,846929.6033302182,2.01836500382e-05,0.144873638522
2019-05-12,511.0,123.0,108335271.07783873,27.799584412757017,3897010.454160763,2.472779414272504,1575963.6430438622,24.0,1.0,-322711.96655109007,1.99005865981e-05,0.138614373764
2019-05-13,530.0,112.0,59356917.29422229,10.837180126753445,5477155.182434359,2.1179196793684336,2586101.4635208715,18.0,4.0,566675.9122363153,1.74300179284e-05,0.136307985959
2019-05-14,499.0,137.0,28297571.774211116,8.845663906365894,3199033.1165359337,2.491268874683143,1284097.8944686581,17.0,4.0,334552.806576168,1.7910540592e-05,0.143123313276
2019-05-15,762.0,235.0,146743102.1883824,7.346704120385872,19974004.639875855,2.604813306271071,7668113.715400862,86.0,4.0,3385663.4029916255,1.90236777772e-05,0.156137538216
2019-05-16,802.0,274.0,314485887.65317595,16.303543862892774,19289418.93234349,2.5643418428283606,7522171.424332442,66.0,5.0,1905883.2247727383,1.92747607011e-05,0.151854187175
2019-05-17,641.0,150.0,268758431.3716224,10.11875844386783,26560415.772598583,2.2150101557895314,11991103.383059291,56.0,4.0,-4889085.407626065,2.1819052421e-05,0.159680825095
2019-05-18,666.0,181.0,94922050.54165827,3.118725043206581,30436171.585059714,2.3131556923789,13157856.898840426,33.0,7.0,-1076366.9441417865,2.033856762325584e-05,0.147819957342
2019-05-19,671.0,181.0,79983099.71146266,6.063102337240635,13191777.94842626,2.919412464930079,4518641.372842876,47.0,0.0,166094.4733971683,1.87771451074e-05,0.153966188986
2019-05-20,605.0,139.0,106363337.52221662,5.691759298421944,18687251.506174214,2.3025337575949325,8115951.153608114,41.0,3.0,-414248.6515905739,1.9454028271500003e-05,0.155121824327
2019-05-21,944.0,240.0,185744264.36711884,5.715045624837345,32500924.15008588,2.6730034281093746,12158953.411097515,94.0,9.0,5548407.940273971,2.1207825685500002e-05,0.168653527533
2019-05-22,945.0,242.0,608830674.8681821,11.63451935936646,52329679.98613869,3.267528148879328,16015066.313686168,87.0,5.0,-5659868.076680079,2.03313037448e-05,0.155798920583
2019-05-23,653.0,152.0,66322672.1355282,5.766887875967561,11500600.247824423,3.2459093992129042,3543105.747379517,35.0,3.0,-271062.9187579426,2.13839762978e-05,0.168357853135
2019-05-24,679.0,182.0,76359784.67141397,2.0476651133265515,37291148.9161248,1.9733841426173788,18897055.120076187,36.0,2.0,-1438500.229443632,2.03772778396e-05,0.162753927542
2019-05-25,631.0,123.0,99976680.22538936,6.772050771129567,14763132.115253365,2.4613560399917676,5997966.923672995,28.0,6.0,-1691017.6721169325,2.09320345062e-05,0.16863580194
2019-05-26,594.0,141.0,105202110.76494397,7.110668226628241,14794968.266270667,2.2383221653291216,6609847.543593094,42.0,5.0,-1198940.8472256267,1.86643615901e-05,0.161829036647
2019-05-27,675.0,183.0,245758115.15627378,11.814457937570994,20801471.92997674,2.510926665341683,8284380.510629548,41.0,6.0,-380267.1267016355,1.86182505823e-05,0.16391970383
2019-05-28,565.0,128.0,121833550.2409049,11.4223222260844,10666268.017083399,2.530882958215309,4214445.390475463,36.0,12.0,1255932.810291435,1.9178265037075425e-05,0.16723373729
2019-05-29,675.0,188.0,137754436.40345222,7.992033850015822,17236468.086678535,2.9916700027397605,5761487.086106896,45.0,14.0,-1892187.0771616104,1.93027150314e-05,0.167122050801
